record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0426,"Pero áknganni, tô áglumun katô mga manubù, atin tô balé ágkamatayan, atin áglábbángngán dan dán tô minaté, tô langun katô umpak din, umpak katô minaté ó langun katô impán din, ágpapiddán dan tô langun abô ándà dán ágkitanán dan isamà dutut balé dan.","But now, what people do is, if it is the household that has been bereaved, when they bury the deceased, all of his clothing, the clothing of the deceased or all of his belongings, they have all of the belongings taken away so that they will see nothing remaining in their house.","Pero ngayon, ang ginagawa ng mga tao ay, kung ang sambahayan ang namatayan, kapag inilibing nila ang namatay, lahat ng damit nito, ang damit ng namatay o lahat ng kanyang gamit, ipinapakuha nila ang lahat ng gamit para wala silang makitang natitira sa kanilang bahay.","Apan karon, ang ginasagbat sa mga tawo kay, kung ang panimalay ang namatyan, inig lubong nila sa namatay, ang tanan niyang sinina, ang sinina sa namatay o ang tanan niyang galamiton, ila kining gipakuha tanan aron wala na silay makita nga nahabilin sa ilang balay."
SENT-0427,"Su atin duwán pa masamà, tô gó tô sunnud dan dán puman ágkaranu, su ágkasállággan dan.","Because if there is anything remaining, that is why they would be very sad again, because they would be looking at it.","Dahil kung may matitira pa, doon sila magiging malungkot muli, dahil titingnan nila ito.","Kay kung adunay nabilin, mao kana nganong maguol na sab sila pag-ayo, tungod kay makita man nila kini."
SENT-0428,"Tô gó tô kalyag dan ágpapiddán dan langun tô impán katô batà minaté, ó ka sadan tô minaté kandan.","That is why they want to have all the belongings of their deceased child taken away, or whoever it was of theirs who died.","Iyan ang dahilan kung bakit gusto nilang kunin ang lahat ng gamit ng kanilang namatay na anak, o kung sino man sa kanila ang namatay.","Mao nga gusto nilang ipakuha ang tanang galamiton sa namatay nilang anak, o bisan kinsa kanila ang namatay."
SENT-0429,"Asta pagsik ka áglábbángngán dán tô minaté, dì dan ágpókitán dutut sállat, su madat kun.","And also when the deceased person is buried, they will not have him passed through the doorway, because they say that is bad.","At gayundin kapag inilibing ang namatay na tao, hindi nila siya padadaanin sa pintuan, dahil sinasabi nilang masama iyon.","Ug usab inig lubong sa namatay nga tawo, dili nila siya paagion sa pultahan, tungod kay matod nila daotan kana."
SENT-0430,"Ágpókitán dan dád dutun ta bintanà ka ánnà gimu dan ák bóbbó para ukitan katô lungun ó tô minaté na madun dan dutut lábbángngan, su mà dan atin kun ukitán tut sállat, duwán dán kun puman maté tô mga kataladi din dì madugé.","They only have him passed through a window if they do not make a hole for a passageway for the coffin or the deceased when they go to the grave site, because they say if he (the deceased) will be passed through the doorway, someone among his relatives also will die before long.","Ipinapadaan lang nila siya sa bintana kung hindi sila gagawa ng butas na daanan para sa kabaong o sa namatay pagpunta nila sa libingan, dahil sinasabi nilang kung dadaan ang namatay sa pintuan, may isa pa sa kanyang mga kamag-anak ang mamamatay rin sa lalong madaling panahon.","Paagion lang nila siya sa bintana kung wala silay gihimo nga buslot isip alagian sa lungon o sa namatay inig adto nila sa lubnganan, tungod kay kung paagion siya ang namatay sa pultahan, aduna pay usa sa iyang mga paryente ang mamatay dili madugay."
SENT-0431,Tô gó tô kalyag dan ukitán dád dutut bintanà ó diyan ta igimu dan katô nángngà ukitan.,That is why they want to pass him only through a window or through what they have made that is a large enough to pass through.,Kaya gusto nilang paraanin lang siya sa bintana o sa anumang ginawa nila na sapat ang laki para madaanan.,Mao nga gusto lang nila siya paagion sa bintana o sa bisan unsa nga ilang gihimo nga igo-igo nga gidak-on para paagian.
SENT-0432,"Na atin kun pagsik tô duwán minaté tun kandan batà, tô innà, dì dán ágtákkás dutun ta áglábbángngan, su madat kun.","And it is also said that if it is a child of theirs who has died, the mother, she does not accompany the body to the burial place, because that is bad.","At sinasabi rin na kung anak nila ang namatay, ang ina, hindi siya sumasama sa bangkay papunta sa libingan, dahil masama iyon.","Ug giingon usab nga kung anak nila ang namatay, ang inahan, dili siya mokuyog sa patayng lawas paingon sa lubnganan, tungod kay daotan kana."
SENT-0433,Tô dád ámmà asta tô kataladi din.,It is only the father and close relatives of the deceased who can go there.,Tanging ama lamang at mga malalapit na kamag-anak ng namatay ang maaaring pumunta roon.,Ang amahan ra ug ang mga suod nga paryente sa namatay ang makaadto didto.
SENT-0434,"Na, duwán pagsik isóddóran ku.",Now there is something else I know.,Ngayon mayroon pa akong alam.,Karon aduna pa koy laing nahibal-an.
SENT-0435,"Atin duwán ágkamaté kandan, tô duwán inaté duma din, tô sawa din, sunnud ágsággó na gullaó áskandin.","When one of them dies, the one whose husband has died, his wife, she cries a lot and she shouts loudly.","Kapag may namatay sa kanila, ang nawalan ng asawang lalaki, ang kanyang asawa, sobra siyang umiiyak at sumisigaw nang malakas.","Inig adunay mamatay sa kanila, ang nawad-an og bana, ang asawa niya, sige siyag hilak ug mosiyagit siyag kusog."
SENT-0436,"Atin tun dán át áglábbángngan, tuu gullaó tô sawa din na délák samà mákkás dutun ta lábbáng tô ágpiddán tô minaté.","When they are already at the burial place, his wife shouts very loudly and would almost follow right into the grave when the deceased is brought there.","Nang nasa libingan na, sumisigaw ng napakalakas ang kanyang asawa at halos sumunod na siya sa libingan kapag dinadala na roon ang namatay.","Inig abot na nila sa lubnganan, kusog kaayong mosinggit ang iyang asawa ug hapit na mosunod ug ambak sa lubnganan pagdala sa namatay didto."
SENT-0437,Guna gó áskandin dutun tumindabù dutun ta igkaliyan.,She would surely go there first to throw herself into the freshly dug grave.,Sisiguraduhin niyang mauna siya roon para ihagis ang sarili sa bagong hukay na libingan.,Siguradong mo una siya didto para ilabay iyang kaugalingon sa bag-ong kinawit nga lubnganan.
SENT-0438,Na tô gó tô marapung gawid; gawidan katô duma manubù.,And that is why many people hold on; other people hold onto her.,At iyan ang dahilan kung bakit marami ang humahawak; ibang tao ang humahawak sa kanya.,Ug mao kana nganong daghang tawo ang mogunit; uban pang mga tawo mogunit kaniya.
SENT-0439,"Asta duwán ágtabangtabangan su duwán dán pagsik inggó na ágkamaté dán, dì dán áglaginawa, ágpiddán dán dutut balé.","And some people must be attended to closely because some also become like they have already died, not breathing, and are taken to the house.","At ang ibang tao ay kailangang tutukan ng husto dahil ang ilan din ay nagiging parang namatay na rin, hindi humihinga, at dinadala sa bahay.","Ug ang ubang mga tawo kinahanglan nga atimanon og maayo tungod kay ang uban mahimo usab nga mora bag namatay na, dili moginhawa, ug dad-on sa balay."
SENT-0440,Ágtabangtabangan su ágkagáttasan.,They are attended to closely because they have collapsed.,Tinitingnan sila nang maigi dahil nahimatay sila.,Gi-atiman sila og maayo tungod kay nanguyapan sila.
SENT-0441,Taddô gó sippang.,Until there for sure.,Hanggang diyan na lang talaga.,Kutob ra didto sa tinuod lang.
SENT-0442,Ni gulitán nik sábbad mabaliyan,This is the narration about a certain midwife,Ito ay ang pagsasalaysay tungkol sa isang tiyak na kumadrona,Mao kini ang saysay mahitungod sa usa ka mananabang
SENT-0443,"Ni gulitán nik sábbad mabaliyan, katô ágkalumuwan din ka duwán bayi ágpamasusu.","This narration is about a certain midwife, about what she does when there is a woman who is giving birth.","Ang salaysay na ito ay tungkol sa isang partikular na kumadrona, tungkol sa kanyang ginagawa kapag may babaeng manganganak.","Kini nga saysay mahitungod sa usa ka mananabang, bahin sa iyang buhaton kung adunay babaye nga manganakay."
SENT-0444,"Tikud tun ta ágmabáddás pa tô bayi, áskandin dán é gilus asta ágdóppón.","From the time the woman is pregnant, the midwife is the one who massages the woman and takes care of her.","Mula sa panahon ng pagbubuntis ng babae, ang kumadrona ang nagmamasahe sa babae at nag-aalaga sa kanya.","Gikan sa panahon nga mabdos pa ang babaye, ang mananabang mao ang mohilot sa babaye ug moatiman kaniya."
SENT-0445,"Atin siyó dán bulan, ágbawian din abô dì ágkatággasan ka ágpamasusu dán.","After nine months, the midwife treats the woman with herbal medicine so that she will not suffer hardship when she gives birth.","Pagkaraan ng siyam na buwan, gagamutin ng kumadrona ang babae gamit ang halamang gamot para hindi siya makaranas ng hirap sa panganganak.","Paglabay sa siyam ka bulan, tambalan sa mananabang ang babaye og herbal nga tambal aron dili siya maglisod inig panganak niya."
SENT-0446,"Atin ka áglássutan dán tô bayi, gunan din áglinisan tô batà.","Whenever a woman gives birth, the midwife first cleans the baby.","Sa tuwing manganganak ang babae, lilinisin muna ng kumadrona ang sanggol.","Inig panganak sa usa ka babaye, limpyohan una sa mananabang ang bata."
SENT-0447,"Ágtampáddan din ka ábbù tô batà katô layà na migéréan, asal igupus din pa migsubuk tun ta áglakaddak wayig tô layà, asta ágsabunan su tô gó kun tô ággamitán din sayyan tô mantu pa áskandin ágtigkané gawat.","She cuts off the baby's umbilical cord with bamboo that has been sharpened, but first she puts the bamboo into boiling water, and she soaps it because that bamboo is what she was in the habit of using formerly when she first began being a midwife.","Pinuputol niya ang pusod ng sanggol gamit ang tinulisang kawayan, ngunit inilalagay muna niya ang kawayan sa kumukulong tubig, at sinasabon niya ito dahil ang kawayan na iyon ang kinaugalian niyang gamitin dati noong nagsisimula pa lang siyang maging kumadrona.","Iyang putlon ang pusod sa bata gamit ang kawayan nga gitamnan, apan ibutang una niya ang kawayan sa nagbukal nga tubig, ug iya kining sabonan tungod kay kana nga kawayan mao ang naandan niyang gamiton kaniadto dihang nagsugod pa siya pagka-mananabang."
SENT-0448,"Na ándasu pángnga din ágtampád, gággát din ágbagkás ka sinulid abô dì ágdipanug.","And when she finishes cutting it (the cord), she tightly closes it tying it with thread so it will not bleed.","At pagkatapos niyang putulin ang pusod, isinasara niya ito ng mahigpit sa pamamagitan ng pagtali nito gamit ang sinulid para hindi ito magdugo.","Ug human niya kining putlon ang pusod, hugot niya kining sirhan pinaagi sa paghigot niini og hilo aron dili mudugo."
SENT-0449,"Pángnga katô, gumpakan din tô batà, asta ágpasipitán din katô kadumaan din gawat.","When that is finished, she dresses the baby, and she lets her companion who is skilled at being a midwife hold it.","Pagkatapos nito, binibihisan niya ang sanggol, at hinahayaan niyang buhatin ito ng kanyang kasamahan na marunong din bilang kumadrona.","Paghuman niana, bistihan niya ang bata, ug ipagunit niya kini sa iyang kauban nga hanas usab sa pagka-mananabang."
SENT-0450,"Pángnga din tô batà áglinis, tô dán puman innà katô batà, ágtrapuwan din ka ménit wayig, ágbullasan din ka umpak, na ágpiyaan tô ágdággaan katô bayi.","When she finishes cleaning the baby, the mother of the baby too, the midwife wipes her with a hot wet cloth, she changes the mother's clothes, and she makes comfortable the place where the woman is lying.","Pagkatapos niyang linisin ang sanggol, ang ina rin ng sanggol, pinupunasan siya ng kumadrona gamit ang mainit na basang tela, pinapalitan niya ang damit ng ina, at ginagawa niyang komportable ang lugar na hinihigaan ng babae.","Human niyang limpyohan ang bata, apil na ang inahan sa bata, punasan siya sa mananabang og init nga basang panapton, pulihan niya ang sinina sa inahan, ug himuong komportable ang dapit nga gihigdaan sa babaye."
SENT-0451,Kalì panó áskandin madigár dán é kadággà katô bayi asta tô batà.,She does not depart until the repose of the woman and the baby are good.,Hindi siya aalis hanggang sa maging mabuti ang pahinga ng babae at ng sanggol.,Dili siya mobiya hangtod nga maayo na ang pagpahulay sa babaye ug sa bata.
SENT-0452,"Miduwaan yampa gahaán din tô bayi ka madigárrù, ándà masakit din, asta tô pusád katô batà.","Two days after that she checks up on the woman to see if her condition is good, if she has no pain, and she checks on the baby's navel.","Makalipas ang dalawang araw, titingnan niya ang babae upang alamin kung mabuti ang kalagayan niya, kung wala siyang nararamdamang sakit, at titingnan niya ang pusod ng sanggol.","Paglabay sa duha ka adlaw susihon niya ang babaye aron masiguro kon maayo na ang iyang kahimtang, kon wala siyay gibating sakit, ug susihon niya ang pusod sa bata."
SENT-0453,Asta ágbawian din tô pusád abô dì ágwayig.,And she treats the navel with herbal medicine so that it will not ooze.,At gagamutin niya ang pusod ng halamang gamot para hindi ito magnana.,Ug tambalan niya ang pusod gamit ang herbal nga tambal aron dili kini magnana.
SENT-0454,Sapulù lima álló yampa ágpadigusan din tô bayi.,Fifteen days after that she bathes the woman.,"Makalipas ang labinlimang araw, papaliguan niya ang babae.","Paglabay sa kinse ka adlaw, paliguan niya ang babaye."
SENT-0455,Tô ngadan katô ágpadigus ka mantu ágpamasusu kalémél.,The name of the bathing procedure for someone who has just given birth is kalémél.,Ang pangalan ng pamamaraan ng pagpapaligo sa bagong panganak ay kalémél.,Ang tawag sa pamaagi sa pagpaligo alang sa bag-ong panganak kay kalémél.
SENT-0456,"Ginitán tô wayig tut kudán, asta ágtaguan ka mga hérbas.","Water is heated in a clay pot, and some herbs are put into it.","Ang tubig ay pinapainit sa isang palayok, at inilalagay ang ilang halamang gamot dito.","Ang tubig kay pabukalan sa usa ka kulon, ug butangan kinig pipila ka herbal."
SENT-0457,Tô gó tô ággamitán ka ágkalémél.,That is how the kalémél procedure is done.,Ganyan ginagawa ang pamamaraan ng kalémél.,Ingon niana ginahimo ang pamaagi sa kalémél.
SENT-0458,Ássawù tô wayig pagpadigus.,The water used for bathing is different.,Ang tubig na ginagamit sa pagpapaligo ay iba.,Lahi ang tubig nga ginagamit para ipaligo.
